,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
2226,8,0.2703,"base, use, method, propose, system, result, paper, approach, feature, show",B-spline surface reconstruction by inverse subdivisions,2572,217
2227,8,0.4435,"base, use, method, propose, system, result, paper, approach, feature, show",A Method to Determine the Characteristic of Object Based on 2D/3D Correspondance,2573,217
2228,8,0.2715,"base, use, method, propose, system, result, paper, approach, feature, show",Approximation of triangular B-spline surfaces by local geometric fitting algorithm,2574,217
2229,8,0.3915,"base, use, method, propose, system, result, paper, approach, feature, show",Matching correspondence between images and 3D model in a reconstruction process,2575,217
2230,8,0.2352,"base, use, method, propose, system, result, paper, approach, feature, show",Poster: Developing an Intrusion Detection System for Cloud Computing,2576,217
2231,8,0.3953,"base, use, method, propose, system, result, paper, approach, feature, show",Reconstruction of Planar Cam Profile Function and its Follower Displacement using B-Spline Curve based on Inverse Subdivision Method and Theory of Contact Relations-Application …,2577,217
2232,8,0.5068,"base, use, method, propose, system, result, paper, approach, feature, show",Analysis of geometrical features of 3D model based on the surface curvature of a set of point cloud,2578,217
2233,13,0.2859,"system, user, service, iot, resource, architecture, application, internet, item, represent",An integrated data collection and remote monitoring of power transmission grid using Internet of Things (IoT),2579,217
2234,8,0.4421,"base, use, method, propose, system, result, paper, approach, feature, show",Statistical implicative similarity measures for user-based collaborative filtering recommender system,2590,218
2235,8,0.5182,"base, use, method, propose, system, result, paper, approach, feature, show",Collaborative recommenderation based on statistical implication rules,2591,218
2236,8,0.2703,"base, use, method, propose, system, result, paper, approach, feature, show",Multidomain Supervised Aspect-based Sentiment Analysis using CNN_Bidirectional LSTM model,2594,218
2237,8,0.3403,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive testing model approach based on Birnbaum model and Markov model,2595,218
2238,8,0.4376,"base, use, method, propose, system, result, paper, approach, feature, show",Lựa chọn mô hình và tham số cho bài toán tư vấn lọc cộng tác dựa trên đồ thị đánh giá,2596,218
2239,8,0.4409,"base, use, method, propose, system, result, paper, approach, feature, show",Measurement and prediction of the density and viscosity of biodiesel blends,2604,219
2240,8,0.3977,"base, use, method, propose, system, result, paper, approach, feature, show","Influences of heating temperatures on physical properties, spray characteristics of bio-oils and fuel supply system of a conventional diesel engine",2605,219
2241,8,0.3769,"base, use, method, propose, system, result, paper, approach, feature, show",Power generation characteristics of a thermoelectric modules-based power generator assisted by fishbone-shaped fins: Part II–Effects of cooling water parameters,2606,219
2242,15,0.2988,"network, time, design, propose, high, control, low, dynamic, work, agent",A Gaussian wavelet network-based robust adaptive tracking controller for a wheeled mobile robot with unknown wheel slips,2607,219
2243,8,0.3263,"base, use, method, propose, system, result, paper, approach, feature, show","Modeling and feedback linearization control of a nonholonomic wheeled mobile robot with longitudinal, lateral slips",2608,219
2244,8,0.4505,"base, use, method, propose, system, result, paper, approach, feature, show",Classification and clustering of spatial patterns with geometric algebra,2609,219
2245,8,0.344,"base, use, method, propose, system, result, paper, approach, feature, show",Influence of Various Basin Types on Performance of Passive Solar Still: A Review.,2610,219
2246,15,0.314,"network, time, design, propose, high, control, low, dynamic, work, agent",Visual control of integrated mobile robot-pan tilt-camera system for tracking a moving target,2611,219
2247,8,0.4755,"base, use, method, propose, system, result, paper, approach, feature, show",Robust feature extractions from geometric data using geometric algebra,2612,219
2248,8,0.4712,"base, use, method, propose, system, result, paper, approach, feature, show",Feature extractions with geometric algebra for classification of objects,2613,219
2249,8,0.3579,"base, use, method, propose, system, result, paper, approach, feature, show","A review on ignition delay times of 2, 5-Dimethylfuran",2614,219
2250,8,0.545,"base, use, method, propose, system, result, paper, approach, feature, show",A clustering method for geometric data based on approximation using conformal geometric algebra,2615,219
2251,8,0.3759,"base, use, method, propose, system, result, paper, approach, feature, show",A review of the indirect solar dryer with sensible heat storage mediums,2616,219
2252,15,0.2219,"network, time, design, propose, high, control, low, dynamic, work, agent",Logistics Revolution for e-commerce in Vietnam: A Brief Review,2617,219
2253,8,0.3531,"base, use, method, propose, system, result, paper, approach, feature, show",The DOMJudge Based Online Judge System with Plagiarism Detection,2618,219
2254,8,0.3428,"base, use, method, propose, system, result, paper, approach, feature, show",An adaptive algorithm for restoring image corrupted by mixed noise,2619,219
2255,8,0.5286,"base, use, method, propose, system, result, paper, approach, feature, show",A conformal geometric algebra based clustering method and its applications,2620,219
2256,8,0.3307,"base, use, method, propose, system, result, paper, approach, feature, show",Trajectory tracking control of a mobile robot by computed torque method with on-line learning neural network,2621,219
2257,8,0.5911,"base, use, method, propose, system, result, paper, approach, feature, show",Feature extraction using conformal geometric algebra for AdaBoost algorithm based in-plane rotated face detection,2622,219
2258,8,0.4257,"base, use, method, propose, system, result, paper, approach, feature, show",Feature extraction for classification method using principal component based on conformal geometric algebra,2623,219
2259,8,0.2992,"base, use, method, propose, system, result, paper, approach, feature, show",Automatic Plant Image Identification of Vietnamese species using Deep Learning Models,2627,222
2260,8,0.359,"base, use, method, propose, system, result, paper, approach, feature, show",Recognition of Plant Species using Deep Convolutional Feature Extraction,2628,222
2261,8,0.3818,"base, use, method, propose, system, result, paper, approach, feature, show",Artificial Neural Network and Fuzzy Logic Approach to diagnose Autism Spectrum Disorder,2629,222
2262,8,0.3811,"base, use, method, propose, system, result, paper, approach, feature, show",Artwork style transfer model using deep learning approach,2630,222
2263,8,0.3541,"base, use, method, propose, system, result, paper, approach, feature, show",Web Crawler: Design And Implementation For Extracting Article-Like Contents,2631,222
2264,8,0.2637,"base, use, method, propose, system, result, paper, approach, feature, show",A pessimistic approach for solving a multi-criteria decision making,2632,222
2265,8,0.2737,"base, use, method, propose, system, result, paper, approach, feature, show",Keyphrase Extraction Model: A New Design and Application on Tourism Information,2633,222
2266,8,0.3189,"base, use, method, propose, system, result, paper, approach, feature, show","Assessment of the current distribution, dispersal trends and impacts of invasive species in Bana-Nui Chua Nature Reserve, Vietnam",2634,222
2267,8,0.4338,"base, use, method, propose, system, result, paper, approach, feature, show",Cải tiến phương pháp phân tích thứ bậc sử dụng thuyết Dempster-Shafer,2635,222
2268,8,0.3251,"base, use, method, propose, system, result, paper, approach, feature, show",Quasi-periodic action recognition from monocular videos via 3D human models and cyclic HMMs,2639,224
2269,8,0.3489,"base, use, method, propose, system, result, paper, approach, feature, show",Mining Frequent Fuzzy Itemsets Using Node-List,2640,224
2270,8,0.2508,"base, use, method, propose, system, result, paper, approach, feature, show",Digit detection from digital devices in multiple environment conditions,2641,224
2271,8,0.2781,"base, use, method, propose, system, result, paper, approach, feature, show",Clustering and Query Optimization in Fuzzy Object-Oriented Database,2642,224
2272,8,0.3412,"base, use, method, propose, system, result, paper, approach, feature, show",A New Approach for Query Processing and Optimization in Fuzzy Object-Oriented Database,2643,224
2273,8,0.2501,"base, use, method, propose, system, result, paper, approach, feature, show",A Fuzzy Association Rules Mining Algorithm with Fuzzy Partitioning Optimization for Intelligent Decision Systems,2645,224
2274,8,0.349,"base, use, method, propose, system, result, paper, approach, feature, show",A New Approach for Query Processing and Optimization Base on the Fuzzy Object Algebra and Equivalent Transformation Rules,2647,224
